TweetID,Username,CreateDate,label,Keyword,Text
1242092432419889152,QArmy_Soldier,2020-03-23 14:14:47+00:00,1,Jews,@AlZi95879297 @bobbattles_mgb They are Satanist not jews.  They worship Moloch
1418951078142488583,lolokest,2021-07-24 15:07:54+00:00,0,Jews,@afagerbakke US media  has gotten bad. NYT is anti Jews and the news stations are leaning against Israel. And American politicians are worse. Then of course you have the Antisemitic reporters spewing pro Pali falsehoods that malign the Jewish state. It’s awful here.
1373114292283838468,RedVikingGirl1,2021-03-20 03:28:53+00:00,0,Jews,RT @Elenaforever13: Jewish groups condemn CNN's Don Lemon for remarks suggesting Black and Brown Jews don't exist https://t.co/raA6goBELg #�
1260577445679435777,PoshLifeMiami,2020-05-13 14:27:38+00:00,0,Jews,Women for Trump makes as much sense as\n- Jews for Hitler\n- Superman for Kryptonite\n- Lungs for Cigarettes\n- Manatees for Speed Boat Propellers\n- Little Pigs for the Big Bad Wolf\n- Ocean Floors for Plastic Straws\n- Smart for Stupid
1365787907609550848,RugeleyMan,2021-02-27 22:16:26+00:00,0,Jews,"@mattcox1983 @Dom_Montgomery @suegcraig @piersmorgan Read the Nazi playbook and try again. Millions of Jews and other racial groups were deported even through they were German citizens. \n\nJust remember, she was a child, born in this country and let down by our system."
1224062384928587777,lithuania2009,2020-02-02 20:09:49+00:00,0,Israel,"They come to Germany as ""refugees"" and scream for Israel to leave. https://t.co/6pjsh9fTFU"
1233604369473511424,TrueColorzx1,2020-02-29 04:06:15+00:00,0,Israel,"Israel set to be investigated for war crimes in Palestinian Territories, ICC announces https://t.co/M2BZtcUH74"
1273239103434362882,bethisraellahey,2020-06-17 13:00:32+00:00,0,Israel,Beth Israel Lahey Health has taken various safety precautions to keep patients with symptoms or a diagnosis of #COVID19 separate from others at all of our facilities. Read about our safe separation of care: https://t.co/IbWGudkobM #BILHSafeCare https://t.co/zgD5ir89xU
1283796758636658689,ynkutner,2020-07-16 16:12:53+00:00,0,Jews,"Yet another disgusting tweet from you, Ariel..\n\nThings people can do to help the Jews in Israel:\n\nBuy products from Israel's heartland: @BlessBuyIsrael \n\nDonate to https://t.co/SENAbAZH42 dedicated to supporting the welfare and safety of Israelis in Judea and Samaria. https://t.co/Sx4uv2GUo5"
1415047667613327369,CharlotteERosen,2021-07-13 20:37:08+00:00,0,Jews,American Jewish leaders have been demonizing 1 in 4 American Jews as antisemites: https://t.co/IA7AgJhAqV
1229185458602696704,360CNN,2020-02-16 23:27:05+00:00,1,ZioNazi,"@santafeez @osiris322 International TV Press Communication 3 story building was deliberately BOMBED by the ZioNazis leading Apartheid Israel. Just like in the Korean War where US bombers blew up any 2 or more story building and stopped bombing because none remained. 2,000 lb on Gaza Apartment Complex https://t.co/K7HIFbueI3"
1278039751740833792,manickth,2020-06-30 18:56:36+00:00,0,Israel,pls hard block me if you’re pro israel or refuse to have an opinion on this bc u “dont wanna take sides” and also fuck off
1431565734195482630,katydid2fury,2021-08-28 10:34:02+00:00,0,Jews,"28 August 1936 | A French Jewish girl, Annette Korenblum, was born in Paris.\n\nShe arrived at #Auschwitz on 23 August 1942 in a transport of 1,000 Jews deported from Drancy. She was among 892 of them murdered in gas chamber after the selection. https://t.co/NCqWryxfM9"
1135286236783030272,NineInchFlails,2019-06-02 20:45:06+00:00,0,Kikes,"The �minion of white supremacists� educating, empowering and ARMING the �niggers, chinks, kikes, and wetbacks� Cool� https://t.co/bgtFqSD5yE"
1221710626948558848,EmmaWhysall,2020-01-27 08:24:46+00:00,0,Jews,"75 years after the liberation of Auschwitz, we remember the 6 million Jews murdered by the Nazis and all Nazi victims, including Roma, gay and disabled people. On this special #HolocaustMemorialDay we recommit to fight hatred and prejudice everywhere. #Auschwitz75 #StandTogether"
1291439593804435456,ElyPeaceLove,2020-08-06 18:22:47+00:00,0,Jews,@IMTIzionism @kedar_mordechai I wish more Jews were as bold &amp; knowledgeable as @kedar_mordechai
1427317111127486469,CumradJeb,2021-08-16 17:11:32+00:00,0,Jews,"I think it's really funny that antisemites think jews were involved in 9/11. Bush and the Saudis, who actually did 9/11, probably have the same recipe for BBQing us"
1218231641338007552,JewsforJesus,2020-01-17 18:00:31+00:00,0,Jews,All of us at Jews for Jesus wish you a peaceful and joyful Shabbat! #JewsforJesus #Shabbat #ShabbatShalom https://t.co/h8tR7ktAyA
1393897340302397443,wereallinthis2,2021-05-16 11:53:17+00:00,0,Jews,@yuriagostini @Ay19907 @ShawnGReynolds @SarkiIbrahimJnr @NEtauri @GravelInstitute @theIMEU I agree. 2 wrongs don’t make a right. But you need to appreciate the reasons &amp; mentality that has led to this situation. You cannot compare the genocide of the Jews in WW2 to what is happening here. If Israel wanted to wipe out the Palestinians completely they’d do it in days.
1461774272943333380,GodvsClimateChg,2021-11-19 19:11:59+00:00,0,Jews,Boycott The Jews (BDS) Groups Cheer Bernie Sanders� Latest Attack Against the Jewish state https://t.co/BJSIWC6R7B via @pamelageller
1137614567067045889,IronHorseman101,2019-06-09 06:57:03+00:00,1,ZioNazi,Russia and China ties can only be strengthened since the US stabbed China in the back with a Trade War and Zionazi Naval Forces threatening China in the China Sea and Taiwan... https://t.co/iSMal8er76
1385726226141089792,alienward1,2021-04-23 22:44:12+00:00,0,Jews,@HaroldHo3 @DrFrankTurek Another Christian trying to turn stories about Jews in the OT into stories about Christians.
1444028768826310662,Neoonecattorul1,2021-10-01 19:57:41+00:00,0,Jews,"@patriottakes Yeah, remember how the Nazis tried to make the Jews get life-saving medication and they refused?"
1308861955373961222,1desert_mama,2020-09-23 20:13:02+00:00,0,Israel,"@IIIDeaton By the way, that�s the second one making such claims in a few days time. Seems a Rabbi in Israel came across one said to be the Messiah."
1346111357851230210,troopaprior,2021-01-04 15:08:51+00:00,0,Israel,*Drive-in vaccination* is being offered in Israel. https://t.co/UCYqouEFeR
1213882048684920832,Maria_sepul66,2020-01-05 17:56:47+00:00,0,Jews,"""Marching against hate"" with the Israeli flag is beyond meaningless. It's insulting to people's intelligence. And to Jews everywhere. https://t.co/mRUqFD8DOz"
